palabra	frecPos	frecNeg
disregard	13	17
dyke	23	12
deliberately	27	35
obscured	2	5
camped	3	3
swinging	16	16
chynna	6	1
phillips	22	25
schoolgirl	4	6
preserved	17	5
telemovie	3	2
bettered	2	0
rendering	9	15
crouching	14	8
cornily	1	0
pleasantville	3	2
shocker	16	12
versa	19	15
wishing	19	34
sakez	1	0
greengrass	12	5
bourne	118	19
ezra	7	0
kramer	5	18
strathairn	17	2
abhay	13	0
soha	7	0
himesh	2	0
ahista	6	0
katey	4	0
sagal	4	0
kaley	2	0
cuoco	2	0
kerry	13	7
davidson	2	4
spanjers	1	0
guidance	8	5
patriarch	11	3
garner	21	17
suzanne	13	21
pleshette	1	0
spade	12	8
sitcoms	15	7
freak	21	41
felix	82	2
ungar	10	1
slob	9	11
madison	13	11
paring	1	1
roommates	17	9
countless	35	42
imitations	7	6
sloppy	17	55
habits	9	6
sandwiches	4	3
refrigerator	4	3
bottle	30	28
matthau	93	3
klugman	3	0
lemmon	59	11
trodden	2	1
sensitivity	15	11
unger	7	1
annoyance	11	16
spelling	3	19
roommate	22	21
drives	34	49
withstand	4	3
bawling	4	1
linguine	1	0
lightened	3	1
monotone	3	15
enhances	20	4
embraces	9	2
jules	31	7
naudet	13	0
rookie	30	9
firefighters	18	1
september	44	17
hanlon	8	0
leak	4	8
firehouse	5	1
airplane	28	37
pointed	28	51
crashed	14	13
grizzly	1	1
coarse	14	5
uncensored	5	2
sales	12	13
charities	1	0
nord	4	0
carn	4	1
pr	8	5
vert	2	1
janson	1	0
jouvet	4	0
arletty	4	0
annabella	2	1
aumont	2	0
recalls	12	8
edith	29	4
piaf	5	0
amants	1	0
jour	5	4
chanteuse	1	1
canal	3	10
pimp	8	10
prot	24	2
raymonde	2	0
atmosph	5	0
insult	16	114
cin	9	0
est	9	2
que	5	3
gueule	1	0
stimulate	3	2
superficially	5	6
indecipherable	3	3
tantalizes	1	1
neatly	33	7
inpenetrable	1	0
winding	8	4
tacked	8	15
delayed	9	4
compositing	2	1
artifice	6	3
rear	20	17
projected	10	22
foreground	15	6
assassination	25	19
whomever	7	14
videotape	4	12
pan	30	36
scan	13	9
unfathomable	6	8
trier	41	2
richer	10	6
correspondent	1	4
dupe	2	3
welles	153	20
plight	33	20
naif	1	0
amidst	19	19
unforgiving	7	0
societies	14	9
zentropa	15	1
audacious	5	6
sap	6	12
pit	36	24
wisps	1	0
melvyn	27	10
superstars	6	5
modifying	1	0
verily	1	0
ulcerating	1	0
controversy	14	16
blandings	37	0
exasperating	1	2
lightly	11	9
softened	4	1
levittowns	1	0
progressive	12	7
teachers	18	20
communism	15	10
housing	7	9
activist	7	4
democrat	2	2
firebrand	2	0
congresswoman	1	2
gahagan	1	0
nixon	3	13
robards	3	0
noticeable	17	13
strident	3	2
conservatism	2	1
slipping	8	6
blacklist	2	0
reappear	4	1
quebec	8	0
runtime	6	6
min	15	34
object	37	36
curitz	1	0
methods	30	24
requirements	9	6
majors	7	9
chains	11	8
theatres	16	8
embedded	6	5
headlines	8	3
photographers	5	4
trophies	1	0
mans	10	13
targeting	2	3
columbia	24	8
minors	1	7
fortunes	9	2
curtiz	15	2
rapid	20	9
soppy	7	0
fantastical	10	3
shenanigans	11	9
cheungs	1	0
swordplay	15	3
gesture	13	6
entrancingly	1	0
mists	2	1
eerily	10	7
benighted	1	0
forest	36	76
bewitching	5	1
stylings	1	1
garments	2	1
ears	22	36
marvellous	14	4
advised	18	15
swell	10	3
arc	22	17
supply	15	24
copious	5	7
treasure	78	32
attached	41	43
villagers	14	9
derived	11	14
mahayana	2	0
buddhist	8	3
buddhism	7	2
quirk	2	3
calendar	4	6
gojoe	13	4
mesmerize	3	0
skillful	7	2
forum	14	9
brisk	11	4
occasions	28	25
doc	37	44
seas	11	6
lighten	18	1
captioned	2	1
ely	4	6
pierce	40	13
brosnan	70	9
dapper	2	2
assassin	18	30
harried	5	3
compliant	1	2
cavil	1	0
tolerant	7	8
foil	20	10
matador	12	0
frenetic	15	5
tides	7	1
leaf	4	6
thorn	9	6
affects	22	9
snowballs	2	0
ali	3	20
deol	4	4
sharmila	1	0
tagore	1	0
unsatisfied	8	11
crowbar	1	0
gap	15	12
hippiest	1	0
rests	13	6
bedroom	34	32
neil	41	29
adaption	8	15
cheaper	5	20
entertainers	5	2
tandy	2	1
benjamin	23	9
globe	35	10
whoever	38	77
putz	1	1
sloth	6	2
mammoth	11	1
tigers	7	12
morale	5	1
benefits	21	3
troublesome	6	4
foundering	1	0
clinging	3	1
passe	4	0
longevity	6	3
bonnie	23	15
jordan	22	24
rodney	5	27
townsend	6	20
vail	1	0
mack	18	12
declared	6	11
bert	16	6
scranton	1	0
cliff	34	33
assignment	17	17
bootlegging	1	0
luva	3	0
beans	8	10
wards	9	5
undercover	13	10
accordian	2	0
sylvie	3	1
disgust	7	26
tearfully	5	0
phones	14	18
spineless	3	2
pbs	10	11
miniseries	26	9
editions	8	3
lecarre	1	0
karla	2	0
mcmurty	1	0
ranger	11	12
cookie	16	16
wiles	1	0
mortgage	5	3
escrow	1	0
unseemly	2	1
parlaying	1	0
nietzschean	3	1
messed	18	38
crushes	5	4
boiled	26	14
hater	2	8
heated	9	3
file	12	22
bertrand	4	1
blier	11	2
enfant	1	1
seventies	30	35
fave	5	4
dewaere	4	2
miou	4	0
valseuses	7	0
roadmovies	1	0
journeys	11	3
bounded	2	0
hypocrite	5	1
topactor	1	0
contributors	5	2
scarred	6	8
whizzing	1	1
recollect	2	1
shivering	2	0
confirm	12	8
suspicions	8	9
obtain	24	9
rivals	17	5
hiyao	1	0
miyazaki	43	5
ghibli	6	0
totoro	3	0
kikki	1	0
laputa	41	2
trench	3	5
coat	19	19
posers	1	1
pazo	1	0
beek	9	0
sheeta	20	0
paquin	9	9
engineering	6	7
inhabited	7	13
invented	22	31
kooky	6	7
miner	11	7
ultimatum	33	3
virtuoso	6	1
malarky	1	1
cartoonish	14	22
thirdly	1	14
fighters	18	16
abu	28	1
ghraib	1	1
assaults	6	7
constitutional	4	2
supremacy	19	3
diminished	6	2
unavoidable	3	2
excesses	9	11
complimentary	4	2
adjective	6	5
relentless	19	20
trotting	3	0
letup	1	0
rhythm	33	12
monotonous	4	18
tiresome	11	45
kindred	5	2
wood	74	110
gilroy	2	0
ludlum	1	2
stack	38	8
irreplaceable	4	1
deadliest	2	2
quietly	21	20
murrow	2	1
pitched	7	17
policies	16	5
procedures	6	2
constraints	13	17
geography	5	10
physics	12	22
leaping	3	7
outdoes	8	1
improbabilities	2	3
pedant	1	0
interfere	6	2
transplanted	4	3
yorker	4	10
harold	12	42
becker	4	3
woerner	2	0
anselmo	10	0
remsen	2	0
favored	9	5
borough	7	0
hangouts	1	0
authored	4	1
pileggi	1	0
nestor	4	0
serrano	3	3
unofficial	7	2
franciosa	3	4
erupt	5	3
mushrooms	4	13
mayor	36	21
pappas	11	0
louisianan	1	0
genteel	7	1
manes	1	0
politician	23	19
favors	6	4
farewell	13	5
watches	37	34
funeral	31	36
apple	13	18
borden	9	1
frontal	22	20
flirts	6	3
sadomasochism	1	2
captor	2	1
libido	8	8
dogma	11	15
gaining	13	5
insatiable	6	1
fetish	5	17
counterfeit	2	2
breeches	1	2
shoves	5	1
crotch	6	13
increases	12	4
swears	6	4
abjectly	1	0
bergin	4	1
janes	1	0
swallow	12	27
scarcely	9	6
district	17	12
attorney	37	23
limbed	1	1
slender	4	2
hips	7	1
periodically	6	5
alchemize	1	0
forceful	4	2
worldview	2	0
doctored	2	2
zukovic	1	0
consumption	5	13
neophyte	3	2
fictitious	10	8
zine	1	0
editor	30	49
mobocracy	1	0
swim	32	7
crud	2	11
voted	18	18
blinded	12	9
bbs	2	0
satiated	2	0
hemi	2	1
challenger	16	3
transmission	3	4
mopar	1	0
chrysler	2	0
kowalski	5	3
floored	3	2
verry	2	0
bearing	12	15
miscarriages	2	0
birth	75	47
prematurely	4	6
uncommon	7	3
childbirth	1	6
maternity	4	3
loretta	41	13
germane	1	1
conflicted	25	4
glenda	19	8
farrell	41	23
blane	1	0
expectant	6	3
liquor	8	15
prohibition	4	4
fetal	3	0
interestingly	27	12
quivering	4	2
mounds	3	0
jelly	4	2
mchugh	11	1
talkie	15	3
dollop	2	1
infrequently	2	0
honoring	1	2
dun	3	1
puzzles	4	6
extraordinarily	14	11
insanely	10	9
manuscript	10	4
reputation	55	56
unwinds	1	0
trump	15	4
agatha	22	5
laces	1	1
houston	15	7
caused	65	64
gilley	9	0
mechanical	35	26
lookin	5	1
chemical	5	16
slice	26	16
matiss	4	0
stroll	6	6
riga	1	0
railing	2	2
splash	10	6
troll	1	15
pocketbook	2	0
alexej	1	0
barking	4	6
ore	3	1
formate	1	0
kubrick	48	30
auteurs	4	3
torrance	7	2
secluded	4	11
kicker	2	5
caretaker	12	14
savagely	3	9
oddysey	1	0
orange	12	43
terrifyingly	4	5
mocumentary	2	2
rap	41	38
nwh	5	0
tasty	17	7
highs	7	0
lows	8	4
egos	8	4
whitey	1	0
mocumentaries	1	0
everybodies	1	0
rusty	5	12
cundeif	1	0
fym	1	0
patty	11	16
unheard	8	4
unresolved	4	6
beliefs	31	30
caution	15	15
dodgy	8	14
dern	22	4
toped	1	0
overcomes	10	4
reviewing	11	22
muppets	26	12
fading	12	4
chritmas	1	0
album	39	14
painters	9	0
pavement	5	6
bursting	5	7
georges	34	3
guetary	4	0
topped	11	10
irresponsible	8	14
closure	15	14
garber	4	2
provokes	7	5
discussion	35	39
jerker	6	1
humiliating	6	12
breathless	17	7
dreading	2	3
ahh	7	4
tibetan	7	6
trekking	1	0
himalayas	1	2
erik	16	9
weihenmeyer	1	0
climb	25	11
everest	4	0
mountaineers	3	0
guiding	8	5
sabriye	7	0
tenberken	3	0
tibetans	1	1
progressing	5	1
sabine	1	1
mountaineer	1	2
summitting	1	0
identifying	2	6
mismatch	3	2
goals	24	14
sympathise	11	5
veto	1	0
mannered	13	17
quarrel	3	0
relentlessly	17	18
asserts	4	3
unsubtly	1	1
quotes	33	26
chandler	11	20
phoebe	2	0
clooney	20	15
whipped	13	11
haggard	6	7
define	27	8
dosages	1	0
gagging	1	1
spacecraft	4	6
orbiting	2	2
releases	28	21
visability	1	0
fades	8	17
glimse	1	0
fairytale	14	0
pitch	57	39
happier	15	10
savagery	5	0
indulging	5	3
laden	17	18
supermarket	10	10
blvd	2	1
brea	1	0
aisle	10	3
barney	7	19
btw	10	21
robyn	1	1
frisch	1	0
elephant	46	17
cheered	7	4
commit	27	46
butterflies	11	0
varies	8	5
hated	50	139
arse	4	4
temecula	1	0
serves	54	64
catalyst	5	4
attending	22	14
bonds	13	5
discoveries	3	3
depart	6	1
paula	30	5
rounded	27	9
kilkenny	1	0
stylised	6	3
feared	8	14
characterisation	17	13
brendan	21	8
gleeson	1	3
abbot	12	1
sprite	2	1
aisling	2	0
calligraphy	1	0
illumination	5	0
britcom	1	0
competitors	6	2
fawlty	4	3
exemplify	5	0
expanded	10	8
horizons	4	4
reflecting	10	5
flawlessly	12	2
gently	16	5
occurring	7	12
cordless	1	0
removed	26	40
attire	3	6
decors	2	1
layabout	1	0
sons	71	24
epigrammatic	2	0
discontent	3	0
restless	17	6
montenegro	2	0
dazzled	8	2
foreheads	1	2
ennui	5	5
pervasive	12	8
infidelity	14	14
generational	3	2
disconnect	3	1
snapshot	5	2
foreseeing	2	0
slickness	2	0
daisies	16	0
kristin	1	9
chenoweth	1	1
cccc	4	0
salman	8	24
rani	4	4
preity	11	0
priya	17	1
switzerland	13	9
pregnant	44	79
dada	1	1
miscarriage	5	1
balraj	1	0
chopra	5	7
prem	3	1
surrogacy	3	0
madhubala	8	0
zinta	3	1
bribes	5	1
completley	2	0
proper	50	66
chori	2	0
chupke	2	0
dekhne	1	0
walon	1	1
hai	5	8
mann	80	16
mehndi	2	0
colourful	22	3
ghod	1	0
bharai	1	0
ealing	25	3
churning	4	4
guinness	36	13
whisky	3	1
galore	10	8
passport	8	0
pimlico	17	0
coronets	7	0
titfield	2	0
thunderbolt	2	1
ladykillers	3	0
stratton	13	2
engineers	5	0
enemies	34	26
unappreciated	4	2
qualification	1	0
labourer	2	3
textile	13	0
factories	5	2
undertakes	1	0
experiments	20	38
ejected	1	3
revolutionise	1	0
textiles	5	0
daphne	5	10
greenwood	11	0
birnley	3	0
finance	7	10
luminous	10	4
sorely	18	26
frail	7	7
kierlaw	1	0
thesiger	5	1
cripple	5	5
businesses	8	3
likewise	36	23
labourers	1	0
erase	4	7
fearing	15	6
threatened	26	17
compensation	4	4
troubles	34	15
engaged	38	25
dighton	2	0
macdougall	3	0
mackendrick	6	0
inimitable	6	4
swipes	3	3
industries	5	2
monetary	7	4
arguments	9	24
debate	22	23
weakness	19	18
lexa	2	0
doig	2	0
camille	2	5
regretting	2	1
dean	41	60
cain	17	18
reacting	7	6
booth	14	12
perceives	3	2
surrounds	14	8
antiquated	4	1
peels	1	1
onion	3	4
locating	3	2
confined	19	13
thrives	4	1
paranoid	20	10
happenings	12	12
abide	1	1
cranking	3	3
observed	21	7
accumulated	3	2
writ	1	1
preferably	12	16
unsubtle	5	3
calculating	8	0
promoter	6	5
um	10	28
hinted	13	19
atypical	6	5
trope	1	0
barabra	1	0
geddes	6	1
bathos	4	0
crises	5	1
smaller	44	24
interrogation	5	5
chatty	3	3
flock	24	13
overhead	11	1
punctuating	2	1
studiously	1	0
personable	4	3
scaled	4	1
overscaled	1	0
lean	19	22
popularize	1	0
pirates	23	11
caribean	1	0
moulin	3	1
rouge	5	3
damned	11	31
poitier	2	8
ethnicity	5	6
helmed	5	5
resistance	20	19
celie	9	1
dismissed	8	1
arnie	10	9
puns	9	7
gunfire	5	6
poorer	7	7
schwarzenegger	10	13
brainless	8	24
commando	5	9
conglomerate	2	2
tatters	3	0
scarce	5	5
gameshows	2	0
rabid	7	12
gameshow	3	2
killian	10	0
hunted	10	17
wresting	1	1
stalkers	11	0
protest	12	13
piloted	2	1
framed	32	14
labour	10	7
yaphet	4	5
kotto	4	5
kidnaps	9	16
employee	19	18
mendez	8	1
conchita	4	1
alonso	5	2
pursuing	17	8
mode	15	15
launched	17	15
wasteland	6	8
escaped	37	35
protestations	3	1
unkillable	1	0
dictatorships	3	2
obese	5	7
trademark	26	29
dreadful	19	127
revolve	5	10
interactions	32	23
cursing	4	14
cyncial	1	0
brow	10	22
humiliate	5	4
leap	12	19
exec	8	9
ghoulish	3	2
qaida	1	0
hostage	10	26
beheading	5	5
posted	21	25
coupled	23	23
revival	13	14
sightedness	2	0
terrorists	15	40
pitching	3	3
cavanagh	5	2
tarzan	124	56
escarpment	3	0
ivory	12	5
namely	36	25
disturbance	7	1
tribe	22	21
disturb	8	7
eagle	24	7
lavishness	1	0
metropolitan	6	6
indoor	2	5
mansions	4	2
arias	6	0
harmony	13	7
relating	20	14
fabricated	8	6
mar	12	5
reductive	1	0
invitation	16	2
gut	26	14
mistaking	4	2
crook	11	3
recollection	6	4
whatsoever	37	171
convention	16	18
finnerty	4	0
sorted	5	3
coma	13	15
doctors	11	26
refusing	14	5
avenge	11	15
popped	12	20
spiritual	43	41
protagonists	50	39
metaphysical	10	5
burroughs	6	6
pushes	18	14
hallucinating	3	3
poisoning	8	1
purgatory	9	7
radically	8	5
crammed	4	9
significances	2	0
infinity	4	5
overblown	16	16
stretching	8	10
checker	1	1
triangular	4	2
shaped	19	15
headlights	2	10
desoto	1	0
interiors	7	17
elevators	7	1
dolly	6	4
parton	3	0
loft	4	2
envy	15	6
casablanca	25	9
oom	1	0
pah	3	0
runway	2	4
viewable	2	2
pink	23	32
panther	3	5
sampson	11	1
delilah	2	1
caccia	1	0
volpe	2	0
carlson	1	7
willett	1	0
detmers	11	3
prowl	5	3
toying	4	2
lashes	6	3
crashing	12	17
maserati	1	0
boxes	9	10
rooftops	4	1
recitation	2	1
antigone	1	0
unrestrained	5	1
restrain	3	2
majidi	1	0
kiarostami	1	0
makhmalbafs	1	0
subversive	7	9
straightaway	2	1
patriarchal	5	0
freshness	8	4
prize	31	36
reader	21	26
finland	6	5
finnish	15	5
fragility	3	1
institution	20	18
ascending	1	0
subjectivity	1	0
joint	11	9
rewarding	28	6
apply	23	16
fleeing	15	7
protected	6	3
spaceship	7	16
battlestar	14	16
pegasus	2	2
heats	2	3
cylon	3	3
fuel	11	18
spaceships	6	3
continuation	6	8
starbuck	5	0
apollo	5	20
revel	6	9
rollins	1	1
raids	2	2
mistakingly	1	0
eglantine	10	0
correspondence	6	0
apprentice	20	8
knob	1	0
emilius	1	0
browne	8	3
fraudulent	3	4
inanimate	3	5
objects	24	27
bookman	2	0
associate	14	6
swinburne	1	0
angela	20	32
lansbury	16	6
endearing	51	28
tomlinson	16	2
defunct	6	3
poppins	22	1
chim	2	2
cheree	1	0
boast	4	7
karisma	8	3
zubeidaa	2	0
nana	22	1
patekar	14	0
shahrukh	5	8
karima	1	0
rancher	4	3
neighbors	35	23
unease	9	4
idolize	2	1
wily	6	2
sundowners	1	0
guides	8	7
rounding	7	4
wills	7	6
elam	5	0
erasing	4	2
inspirational	24	12
overpowered	3	1
sparked	4	6
uncertainty	12	4
lords	12	5
doldrums	3	2
items	27	19
harshly	4	3
removing	7	9
unrest	5	3
uprooted	1	1
slicked	1	1
mustache	6	16
jobless	2	3
parole	12	4
sleeps	20	23
looses	5	11
handy	18	7
foundation	13	11
subplot	30	52
angered	4	7
staple	10	12
solemn	3	4
homely	3	6
wildcard	1	0
endgame	6	0
interwoven	8	3
unconnected	4	4
tangent	3	5
solidified	1	1
clip	25	21
youtube	15	27
vowed	3	1
wound	17	34
forbidden	56	19
coop	33	2
anxiously	2	7
await	11	5
ie	17	17
intertwine	5	2
intervals	4	10
disgruntled	5	14
argument	35	31
carroll	6	4
loader	1	1
technician	3	1
maids	3	4
increasing	17	10
cyr	1	0
donut	3	3
germaphobe	1	0
germs	5	3
phobia	4	5
bauer	25	8
heslov	1	0
mitchel	1	0
huertas	1	0
gwen	6	3
alexandra	18	12
westcourt	1	0
skeptical	15	14
woo	34	10
johnston	13	1
fired	40	46
provider	1	1
suited	31	35
annelle	1	0
arabella	3	0
comforting	6	4
erica	4	9
advertises	3	1
adrenaline	9	11
pump	3	8
cringe	16	38
strode	12	0
babysitting	5	3
madman	9	20
murdering	16	23
myers	32	34
berardinelli	1	0
grouped	2	0
splatter	19	48
populated	13	24
rightfully	13	5
downright	32	79
gorier	1	4
seal	8	13
whatnot	5	4
dramatically	7	17
advantage	52	33
disheartening	2	2
warned	34	75
einstein	33	8
robbins	27	34
mechanic	13	11
seriousness	17	14
fab	7	5
underestimated	8	5
comprehension	5	9
cheeky	9	5
hardworking	5	0
rider	17	12
stormbreaker	1	0
cambridge	2	4
heffer	1	2
thatcher	5	2
satires	8	1
attlee	2	0
presumably	23	62
edwardian	4	2
applied	19	9
predominantly	3	4
thames	5	0
declaring	6	6
charter	6	3
proving	17	24
fifteenth	2	0
ceded	1	1
iv	21	32
duchy	1	0
burgundy	3	8
parliament	8	3
rectify	4	3
anomaly	3	5
assent	1	0
laws	32	31
pub	10	14
shopkeepers	3	1
unhindered	1	0
rationing	7	1
traders	5	3
authorities	33	10
legalised	1	0
marketeering	1	0
burgundians	3	0
renamed	2	5
bureaucracy	12	2
regulations	7	2
nazism	4	4
politically	20	41
peacetime	4	1
unpopularity	1	0
organisations	3	1
abolition	3	0
targets	10	20
spivs	2	1
marketeers	1	0
bureaucrats	3	1
remaining	26	41
monaco	2	2
marino	3	0
patriotism	9	7
reabsorbed	1	0
sticking	12	21
officialdom	2	0
cockneys	1	1
quintessentially	3	1
characteristics	16	15
drought	4	3
sweltering	3	0
heatwave	1	2
rejoined	1	0
temperature	4	13
drops	35	34
pour	9	12
statistics	5	7
abnormally	1	1
holloway	8	0
pemberton	2	0
grocer	2	0
prime	75	55
minister	27	17
rutherford	2	3
batty	2	3
rancour	1	0
icons	16	10
modeling	9	7
senate	8	8
pornography	15	16
shorter	17	21
toronto	22	14
paragraphs	3	1
nails	26	21
flop	14	53
moviemanmenzel	1	0
alongwith	1	2
locales	11	7
ranikhet	1	0
almora	1	0
urbanites	1	1
dialogues	28	51
umrao	2	1
jaan	3	1
ada	5	11
augmenting	1	0
vv	1	3
kareeb	1	0
neha	4	1
suiting	1	1
ravindra	1	0
jain	1	0
ramayana	1	0
ram	15	21
laxman	1	1
entendres	2	1
sivan	1	0
bikinis	2	4
comfortably	11	5
suraj	2	0
individualistic	1	0
poonam	1	0
immitating	1	0
consigned	1	1
transcend	12	4
mohnish	1	1
bahal	1	0
alok	5	1
nath	5	0
dowry	5	0
linear	23	21
arabian	5	3
djinn	5	0
hollywoond	1	0
sabu	18	0
woebegone	2	1
situational	4	2
bug	44	24
smashing	7	11
roach	13	8
parking	10	20
counsel	4	1
neglects	4	2
chain	37	34
carey	23	14
lecter	4	2
manhunter	2	0
germaphobic	1	0
wash	16	15
pigs	11	19
imitates	4	3
yell	16	19
motherf	1	0
classroom	10	7
trudie	1	0
styler	1	0
sting	13	5
access	30	27
hosts	8	9
phil	18	29
hay	7	5
manfredi	2	1
upcoming	25	10
tuxedo	5	2
overshadowed	13	10
paired	10	11
miscasting	3	8
crust	5	4
spaniard	4	5
affect	44	12
bogie	5	1
katina	2	1
paxinou	8	2
maniacally	3	2
muckerji	1	0
exposing	7	12
conteras	1	0
wanda	4	11
bendrix	1	0
auie	1	0
tempestuous	2	1
iran	41	14
officially	16	12
spared	7	12
sexism	6	8
oppose	3	1
stadium	17	3
encouraging	14	5
jafar	6	2
panahi	24	0
engagement	8	11
dishwashers	2	0
comeuppance	7	2
argh	1	5
lars	13	3
gladly	7	6
planned	42	25
foggy	10	9
hapless	21	24
purer	1	0
chin	5	8
spontaneous	14	12
loeb	2	1
aimee	4	5
semple	1	1
mcpherson	2	1
winters	49	20
hounded	2	0
bodily	3	5
heinous	6	2
slashes	5	6
coast	24	26
cater	4	6
shirley	33	29
responds	16	8
retreats	4	3
alma	3	3
culminates	9	5
sexiest	7	3
olds	7	26
religiosity	3	1
tacky	16	36
mocked	5	8
zeal	3	1
craziness	11	5
slew	11	6
auntie	6	5
roo	5	0
satellite	11	9
routine	60	69
financially	13	7
sh	12	42
kasugi	1	0
swashbuckling	9	0
darndest	1	0
kralik	9	0
sullavan	15	2
leland	1	0
heyward	1	0
fonda	56	17
mutiny	5	4
bounty	15	23
lubitsch	16	8
budapest	9	3
anonymous	11	16
admirers	8	6
kanoodling	1	0
departs	7	2
befuddled	6	5
bressart	8	0
schildkraut	13	0
opinions	34	31
officious	2	0
worm	11	7
denounced	4	1
pulpits	1	0
imposition	3	0
bluenose	1	0
priests	8	19
flocks	1	1
committing	12	16
waking	11	13
treetop	1	0
stretches	6	12
sensuously	1	0
coquettish	1	2
hays	8	2
prefers	9	7
guileless	1	0
resourceful	11	6
respectable	19	13
wows	1	0
wavers	2	2
vanish	2	8
egalitarian	1	1
compel	4	3
assert	5	3
hangups	2	0
greets	4	3
cordially	1	2
dolled	1	1
portable	3	2
phonograph	2	1
cautious	6	3
innocently	6	7
slips	15	7
lamplit	1	0
tent	13	11
silhouette	13	0
clothed	8	3
topless	12	45
cheetah	6	1
chimp	2	13
tease	7	10
irritation	4	9
prurience	1	0
seminarians	1	0
hung	28	23
sinful	3	2
crown	23	19
severe	28	27
guided	15	7
exclaims	4	3
elephants	21	10
gentlemen	28	14
accompanies	10	7
besieged	3	4
hostile	11	13
tribes	7	7
barks	2	2
rifles	7	6
poncho	1	0
foliage	3	3
blocking	4	9
lastly	13	14
complained	16	9
mate	32	34
nursed	3	1
routs	1	0
induces	2	3
pack	48	53
rita	41	8
hayworth	44	1
constituted	2	2
adoption	6	4
listed	38	48
socio	6	4
kickass	1	0
overturning	1	0
hoodlums	5	2
prompts	3	2
callahan	17	0
sherriff	2	1
rantzen	3	0
scuddamore	5	5
phrasing	3	2
nerd	13	34
classmates	15	8
fools	10	21
caroline	14	3
munro	4	7
humiliated	9	8
vigorous	6	1
workout	3	11
restroom	6	4
reacts	10	4
spill	3	6
nitric	2	0
acid	19	30
burned	27	46
doddsville	2	1
boarded	1	4
inaccessible	5	0
ingenuity	5	14
derelict	1	1
banquet	5	2
drink	34	69
merry	8	16
stalked	10	13
jester	8	4
loony	11	18
ibm	1	0
bath	29	21
innards	2	4
drank	2	6
beer	29	44
excised	3	7
frailty	9	0
snapshots	3	3
fenton	8	4
divine	27	6
demons	66	45
horrifying	33	24
venue	5	5
pave	1	2
ifc	4	0
farmworker	1	0
hawai	1	0
sugar	21	24
plantations	2	0
grandparents	13	9
migration	11	0
kohala	1	0
plantation	18	8
cane	11	5
undeveloped	4	19
aunts	9	0
uncles	4	1
ccthemovieman	1	0
youki	1	0
kudoh	1	1
tamlyn	1	0
tomita	2	0
pidgin	2	1
toshiro	1	3
mifune	1	1
payday	1	0
saddened	7	3
kayo	1	0
hatta	2	0
drowning	18	11
gaijin	2	0
alley	15	33
slaves	16	23
railroad	13	6
rosalind	4	0
chao	1	0
geisha	15	25
brothel	10	3
luzhini	1	0
sidelines	1	4
dandy	46	6
gent	2	0
nobly	2	1
posthumously	2	0
flyer	2	5
releasing	11	23
unstable	16	12
gallantry	1	0
honorable	14	8
lucidity	1	2
commends	2	0
dazzle	5	2
compensated	6	5
illuminator	3	0
historically	24	30
vikings	8	4
brute	10	4
antagonists	4	1
equivalent	22	25
huns	5	0
mongols	2	0
functions	10	11
parable	12	6
illuminations	3	0
encroaching	3	1
looming	7	5
barrier	5	5
norsemen	1	0
disregards	2	2
security	39	96
outer	19	38
guarded	6	9
ouroboros	1	0
divulge	3	1
creators	36	24
shapes	10	9
aidan	5	0
magically	11	22
metamorphically	1	0
decorative	4	3
borders	19	16
wondrous	18	4
endeavor	9	10
introducing	17	21
archetypal	8	5
numinous	1	0
ireland	36	33
psychologically	12	11
stray	9	11
pedantic	4	1
illuminators	1	0
rogues	2	1
probable	9	4
individuated	1	0
derives	6	4
affirms	2	1
dictum	2	0
bread	23	16
estimation	5	3
andrei	11	4
tarkovsky	8	8
rublev	2	1
exhilaration	2	1
liberty	16	10
portuguese	21	5
consequence	11	19
siskel	5	7
ebert	19	12
conscious	21	30
snoop	10	4
dogg	2	2
mc	6	11
grades	7	2
yearbook	1	0
committee	6	13
filed	1	5
documentarist	1	2
smalltime	3	1
reconciles	2	1
finishing	10	12
reduced	23	46
backstage	10	5
amp	1	2
pint	4	3
foabh	3	0
cundieff	5	0
rappers	4	2
peanuts	5	5
tastey	1	0
ripoffs	4	0
pointing	15	12
switching	12	13
managers	7	0
fates	3	7
drummers	2	0
combusted	1	0
similarities	30	19
likelihood	4	7
lamar	1	1
nerds	8	15
cred	2	2
avid	7	13
bush	30	67
littered	4	5
infinitely	10	15
switchblade	1	1
rnrhs	1	0
randell	9	0
fortier	5	0
profiler	3	0
crispy	1	0
weirdo	6	14
clairvoyance	1	6
evaluate	7	6
superficial	28	46
wiser	13	7
hazy	5	7
overtone	1	0
kevnjeff	1	0
paxtons	2	0
societal	16	6
genital	2	1
mutilation	6	14
reproductive	2	2
wage	4	4
inequality	5	1
marginalization	1	0
bahrain	7	0
sima	1	0
mobarak	1	0
shahi	1	0
shayesteh	1	0
irani	12	3
ayda	1	0
sadeqi	1	0
golnaz	1	0
farmani	1	0
mahnaz	1	0
zabihi	1	0
detained	4	1
illuminating	2	1
guarding	4	0
transporting	1	2
unwritten	3	2
paternalistic	2	0
educating	5	2
deny	14	18
privilege	10	8
nos	1	0
