frecuencia neg,frecuencia pos,palabra
7,10,niche
0,1,ql
4,2,heavies
1,3,kafkaesque
6,17,alienation
2,2,diffident
1,3,introvert
1,2,lodgings
0,1,lodgers
0,2,defences
2,5,undoing
3,13,isabelle
0,8,adjani
5,8,shelly
0,1,finite
2,3,definitions
2,10,adjust
3,3,instill
25,15,whining
2,2,developer
3,3,alleviate
0,2,workload
4,4,hoodlum
1,1,unsuited
4,6,implicit
2,4,negotiating
0,2,readiness
0,1,thuggery
3,3,acquaintances
3,1,unpaid
0,1,formulates
1,1,utilises
26,7,robbers
0,1,marginalised
6,2,gears
33,25,edgy
0,1,symbiotic
14,13,winners
0,1,circumnavigate
6,5,surly
0,1,reticence
5,4,cornered
1,1,concocting
22,9,steer
1,8,feelgood
0,1,cul
1,1,sac
2,6,labels
7,14,defy
10,9,liz
1,2,extensions
4,2,crib
3,22,vertigo
10,11,employs
2,4,recurrent
1,6,motifs
1,4,herrmann
3,2,oblique
3,20,influential
6,3,agonizingly
22,4,clunky
7,4,skewed
17,2,masturbation
0,1,prudishness
2,4,puritanical
0,1,monogamistic
6,3,sheltered
1,2,lamentable
9,12,pleasures
1,4,trumped
22,7,stuffed
11,11,shirts
53,20,whale
2,2,cutaways
0,1,flashier
8,7,glove
0,9,intricately
0,1,nested
1,1,cubes
5,2,titillate
5,5,risqu
0,28,ahmad
1,2,narcissus
29,21,justin
0,5,malleson
1,5,sultan
0,6,basra
3,5,collects
0,2,deride
9,2,superimposed
13,13,shout
0,6,aardman
8,9,matching
20,7,goat
1,2,dawg
24,29,alicia
62,21,satan
3,5,comprise
0,1,transposes
3,2,quatermass
8,4,cement
4,4,highlighting
17,13,establishing
1,1,decreases
6,3,reliance
0,1,parkes
0,1,zachary
0,1,flane
5,3,lear
4,14,detailing
5,8,turbulent
1,5,rolle
11,9,jj
4,4,militant
0,1,aspired
4,1,mag
0,5,fleshes
10,5,belle
4,10,trait
2,5,redemptive
0,1,notrious
9,10,pic
1,1,stamina
8,13,positions
2,6,smut
8,2,tinted
0,1,sovjet
3,14,lambs
0,1,shamanism
0,1,zaitochi
0,2,onmyoji
2,4,sogo
0,1,ichii
0,1,yomada
18,13,zatoichi
5,13,swordsman
6,7,biological
4,4,dispose
1,2,cremation
27,16,zombi
6,7,panned
7,5,hounds
3,1,rafters
19,7,beers
8,4,sexploitation
24,26,sixties
1,3,allowance
0,1,legalization
3,3,gayle
16,15,obscurity
0,1,graver
3,4,joyful
21,17,depths
0,1,heigths
1,1,reinventing
4,1,nathaniel
1,1,arcand
8,16,gandolfini
9,6,applegate
9,8,noticeably
0,4,milder
0,2,mets
1,1,clinch
1,4,fenway
2,44,sox
5,4,substantive
1,5,workaholic
6,4,barbie
17,14,girlfriends
7,14,gym
0,1,workouts
1,2,jiggling
0,2,paraphernalia
4,2,jekyll
2,7,refreshingly
3,12,compromise
0,1,yeoman
5,3,incorporating
1,7,revised
2,1,holders
0,1,kibitz
8,16,simpler
18,5,ninety
10,5,barn
6,4,shelby
1,3,awakes
24,53,hudson
1,2,krypton
14,5,superpowers
7,15,smallville
0,1,saver
1,1,clarified
0,1,labirinto
3,7,dp
2,7,likability
14,10,notwithstanding
1,4,constellation
3,5,miriam
18,19,claude
3,7,rains
0,1,maroni
0,1,cork
12,16,sucker
7,4,butchering
9,11,matin
9,13,es
7,8,deluise
1,4,amati
0,6,showings
4,11,autobiographical
4,1,mercedes
0,1,ruehl
1,1,roseanna
0,2,suspends
1,2,technicians
2,8,dolores
2,11,stifling
4,4,pratfalls
1,2,emulated
5,10,cherished
0,1,megalmania
0,1,choreographs
5,2,stall
13,11,gi
1,2,hoary
1,4,gu
0,3,tary
3,14,duet
10,24,walt
1,2,embellishes
0,5,storybook
0,2,emanates
3,5,delectable
7,3,pumpkin
5,5,livingston
0,3,bibbidi
0,3,bobbidi
13,14,boo
3,17,stepmother
5,9,lucifer
3,3,moralizing
1,3,beholder
3,4,surfaces
5,10,midway
5,2,rubbed
2,5,disturbingly
1,1,vise
7,5,drowns
0,1,kieffer
1,6,unearthed
20,11,guinea
28,28,pig
9,17,bash
57,15,fulci
8,10,bava
5,1,unadulterated
4,6,fold
9,26,definitive
2,3,seekers
131,52,freddy
19,6,krueger
17,16,freaky
2,2,doco
4,3,unbiased
0,1,deutschen
0,1,panzer
98,55,saving
2,1,iwo
2,1,jima
5,6,flags
6,1,trumpets
3,11,incorporated
11,14,lopez
2,3,paragon
10,9,shouts
13,19,anytime
22,11,mute
10,5,ticked
0,1,engvall
1,9,flik
1,1,sophmoric
1,1,jugoslavia
0,1,belgrad
2,4,slavic
0,8,bouvier
0,4,onassis
0,7,beale
1,9,hampton
6,14,gardens
6,1,feces
3,10,portraits
0,7,erected
1,1,panty
9,9,pinned
7,10,torso
2,3,luminescent
3,2,crackers
1,1,utensils
35,12,irrelevant
2,7,clocks
2,6,thwarted
3,2,propose
4,5,contradict
5,6,feeds
1,5,raccoons
8,16,declares
1,2,recoiling
2,3,undeserving
1,15,pang
8,2,crabs
7,3,brolin
3,4,schmaltzy
8,15,contributes
0,12,radiant
1,2,hagerty
33,21,opportunities
1,2,flaunt
30,23,trailers
8,2,flushed
3,7,apples
10,12,forbes
1,8,expenses
0,3,earley
8,13,mindset
0,3,guesses
7,2,waif
6,5,unacceptable
1,4,bulletin
5,14,exchanges
1,3,zing
1,1,rosey
0,3,candyman
0,1,papierhaus
2,3,dreamt
0,1,pepperhaus
3,4,projecting
10,6,misfit
1,1,childhoods
1,2,miserly
1,4,monopoly
1,1,snogging
2,6,evoking
3,4,upgrade
0,2,dilute
8,3,vessel
20,3,daylight
6,5,fisherman
2,3,thanking
0,1,crout
0,2,soto
1,1,deerfield
1,3,fl
0,2,peacemaker
13,7,halt
38,24,domino
6,3,culmination
0,2,interpreter
2,3,doubting
0,2,lassiter
1,1,kewl
5,9,restrictions
0,1,spiritited
5,5,reclaim
0,4,bawdy
0,1,intensities
3,3,neurosis
4,36,winchester
4,15,spur
1,4,laramie
1,2,reserves
3,2,ambivalence
3,4,saucy
0,20,duryea
9,5,sneering
0,30,mcintire
7,13,dodge
16,16,estranged
0,19,mcnally
2,7,fiercely
0,2,fratricidal
2,3,diplomat
15,1,unexciting
2,7,intertwining
1,1,internalised
0,3,isolationist
0,1,externalised
0,1,expansionist
1,1,civilised
0,5,negotiation
5,9,dealings
0,1,eiko
0,1,ando
11,6,behaved
2,1,pomposity
11,7,consciously
1,4,traditionalist
6,10,traditionally
1,3,shipwrecked
4,2,beheaded
3,6,crossroads
1,2,brigands
1,2,infesting
0,1,roadway
3,6,conflicting
5,11,reflections
4,5,nineteenth
0,1,industrialisation
3,6,enlightening
3,4,civilisation
6,6,boiling
5,20,dominate
2,4,preconceptions
7,9,annual
2,4,milwaukee
3,1,wi
3,1,expedient
0,1,thrashings
0,1,nunchuks
2,4,traded
48,40,nurse
0,1,coif
1,4,mayoral
0,3,couture
6,12,wink
26,6,schlock
21,10,gosh
2,1,accelerator
4,3,cruising
15,5,mph
0,1,latches
5,8,emergency
2,1,brake
1,1,ignition
0,1,thorazine
7,9,preparation
1,3,juggernaut
12,14,runaway
1,2,dorado
2,15,publish
5,21,vincenzo
3,32,natali
2,6,cronenberg
1,2,suburbanite
0,15,digicorp
1,3,instructs
15,15,pen
0,1,intriguingly
3,3,brainwash
0,10,thursby
0,1,digicorps
0,3,drugging
4,7,drone
0,2,attendants
5,5,subliminal
26,35,rooms
0,1,precipitants
5,5,wiping
42,30,pretend
0,4,samways
11,4,brainwashed
1,12,pawn
5,3,infiltrate
0,1,databanks
0,2,freelance
0,1,stonking
2,2,usefulness
42,38,cube
3,3,paces
7,5,negatively
50,26,convoluted
17,9,vcr
6,7,demonstrating
0,5,galipeau
2,3,reverts
15,12,detached
3,1,grunting
0,1,demostrating
2,4,trapper
0,1,coservationist
11,12,theodore
1,1,betuel
0,1,aligns
0,1,copola
4,3,scorcese
72,24,trite
16,5,elementary
9,13,existential
0,1,rieser
4,2,colombo
0,1,unlisted
0,2,bodacious
3,4,bod
9,8,threaten
2,1,suzanna
39,2,arquette
6,1,kitten
18,12,alarm
10,17,sophia
8,25,loren
0,1,bustiness
16,10,ratio
8,3,waist
0,3,configured
1,1,configuration
5,5,thighs
12,16,knees
1,1,calves
0,2,ankles
3,6,idealized
5,5,curves
0,1,hemispheres
6,3,descended
0,1,boinked
3,1,horniness
6,3,pathological
4,4,impulses
7,5,housekeeper
5,5,televised
8,13,uber
2,4,nordic
3,10,voluptuous
11,10,blessing
39,18,advise
4,5,immerse
10,13,languages
2,6,reconcile
1,7,vida
0,1,guerra
0,1,vambo
0,1,drule
0,4,paradoxical
2,1,nationally
2,7,pasts
3,3,intrinsically
0,5,unfit
7,11,boyish
10,7,lesbianism
2,1,valor
0,2,apprehended
3,4,makeshift
0,2,deportation
3,3,femininity
2,1,glacial
1,1,easing
4,12,foreigner
1,1,patriarchy
0,1,ayatollahs
6,12,unnamed
1,1,unremembered
0,1,mcgarten
7,13,zealand
2,11,chrissy
4,7,dunn
9,4,danielle
0,2,cormack
2,6,resentful
0,2,basking
4,3,olympics
0,1,desireless
0,3,sergent
0,1,proudest
8,15,epitome
0,1,matriach
0,1,wellingtonian
0,1,dunns
0,1,akerston
2,1,cakes
13,12,cocktail
0,2,sausages
1,10,jen
1,1,rima
5,14,te
0,1,wiata
1,1,blackberry
0,1,sorbet
0,1,desparate
0,1,balme
2,5,electrician
1,3,lyn
0,1,dorday
1,7,tart
18,18,dubious
0,1,tooltime
0,2,fuelling
2,4,splashed
1,9,sparring
4,8,ticking
1,1,narcisstic
0,2,bun
3,1,oven
0,2,mutch
0,1,nuteral
2,16,barman
3,11,improves
0,1,delivere
2,4,dirk
0,1,roofthooft
0,1,upcomming
1,2,titus
0,2,voogdt
13,6,worries
0,1,appereantly
2,5,finlayson
10,8,bump
6,5,queue
0,1,nuttiest
3,3,thumbing
0,2,xd
2,7,ppl
0,1,suggessted
6,8,snobbish
2,7,inexperience
26,15,colin
8,1,firth
2,3,darcy
7,9,harvest
49,19,unpleasant
3,3,duplicity
2,7,faithfulness
17,4,backyard
14,17,afterward
9,1,theoretically
2,3,copenhagen
8,10,denmark
1,3,semra
1,3,turan
0,1,autobiographic
1,1,sidenotes
1,1,gravely
1,3,xian
0,2,gao
0,1,masterif
11,6,protocol
17,13,hawn
4,10,criticise
1,2,climaxed
4,4,changeling
4,7,oakland
12,14,timed
3,4,coincide
11,17,famed
13,14,ghetto
0,10,jermaine
0,1,macaroni
3,4,tract
4,11,marco
0,1,kev
0,1,dropouts
1,3,scuffle
1,1,homeys
1,2,bangers
0,3,inland
4,7,safer
3,6,porch
6,11,ploy
4,2,scotty
0,4,regeneration
14,18,testing
9,4,morgue
2,3,reanimated
1,2,sputtering
8,4,growling
8,7,chews
5,2,staggers
0,1,infects
0,1,battleground
1,1,spattered
1,1,herschel
7,14,val
7,4,lewton
4,6,programmers
4,3,leopard
3,1,quickies
4,5,priced
4,3,cheapness
7,4,freshly
2,11,matte
3,2,lending
2,3,bleakness
6,11,oppressive
2,33,sirk
4,8,melodramas
0,1,merc
4,6,exchanged
0,1,motherfockers
2,3,twitching
7,11,guerrilla
13,22,suggesting
4,6,quiroz
2,1,trademarked
1,5,eduardo
0,1,darkroom
0,1,familia
2,2,henpecked
1,19,shemp
0,2,brideless
1,8,groom
7,10,stooge
0,1,turpentine
16,5,blink
0,1,bookings
35,21,reel
32,22,stooges
2,1,hybrids
0,1,sharps
1,2,mailbox
4,12,ernst
32,18,absent
0,1,unfussy
5,20,melancholy
27,9,dismal
0,1,boatloads
0,2,emancipator
12,20,settled
6,8,biographical
7,4,pulitzer
0,1,sherwood
4,5,abe
0,7,encompasses
0,1,clerking
4,11,pioneer
0,3,rutledge
1,1,legislature
5,1,gambit
3,6,cromwell
0,3,quillan
10,33,celebration
5,13,pauline
1,1,valance
0,19,marjorie
7,9,danced
2,3,clementine
2,4,tombstone
1,1,biographers
0,2,dramatists
3,5,singularly
16,24,assured
0,2,kohler
1,2,louts
0,1,accuser
1,4,prosecuting
0,1,charters
3,1,deadpool
6,10,magnum
6,7,tripping
1,7,newest
19,11,bait
70,35,ain
19,7,unnecessarily
2,1,dumbness
1,3,aligned
4,4,tagged
1,2,glides
4,3,butter
6,6,unimportant
1,1,mssr
2,1,jumpstart
4,7,cleveland
7,9,premier
0,2,imprest
2,12,riley
0,5,jeter
3,6,toto
8,9,josie
0,1,knewfrom
0,1,improvisationalcomedy
0,1,andromantic
0,1,areall
2,7,foibles
0,1,allotting
20,16,exploring
0,1,reverberations
5,7,alejandro
3,2,gonz
3,3,lez
3,2,rritu
1,7,youssef
3,7,chahine
0,2,imbalance
0,3,currents
6,4,retribution
10,31,scarface
0,4,ferocious
1,7,fabled
16,10,cheesiness
21,20,excess
0,1,borderlines
7,6,gangsta
7,11,depalma
20,8,sinks
4,3,misled
13,16,therapy
5,5,tackling
19,17,evolution
0,1,sawing
0,1,wormed
13,2,corleone
1,4,serpico
2,1,mimicked
4,1,misjudged
0,3,shenar
0,2,sosa
2,10,screenings
10,17,finch
0,8,exuberance
0,1,faceness
0,2,raya
13,24,pursue
0,4,fluidity
7,12,communities
8,7,praises
0,1,nuevo
37,23,waited
3,18,melbourne
39,17,behave
0,4,fueled
3,6,idiosyncrasies
0,2,bluray
34,7,lifeless
0,1,hektor
1,2,capitalizes
1,1,socializing
3,4,assisting
4,7,naivet
2,4,brotherly
5,9,baltimore
0,4,unbreakable
1,5,konkana
9,10,sen
2,13,boman
0,2,floss
0,4,ravages
0,4,escalate
3,5,focal
0,3,silverlake
16,10,hiv
1,2,volunteering
20,6,clinic
33,24,spoke
1,4,firsthand
5,11,formerly
2,4,forums
17,7,fuss
4,6,befriend
2,2,sciences
0,1,schlessinger
2,8,deft
2,6,grungy
28,36,glass
10,7,refined
1,7,undertone
1,1,finales
0,1,virtuosic
0,2,feasts
0,1,klansmen
1,10,commies
25,26,files
1,2,bugging
1,7,rev
15,12,clyde
0,1,tolson
5,13,cohn
20,24,shoulder
9,10,prevented
0,1,manvilles
21,4,penguin
1,3,battleship
1,5,drifters
0,1,grierson
5,15,metropolis
4,6,cabinet
4,3,caligari
3,2,incurred
4,2,vatican
1,2,condoning
0,1,desertion
0,10,emil
1,1,manville
1,9,triumphant
1,7,outstandingly
2,3,paean
18,17,users
8,11,willingly
1,2,concurred
0,2,arose
14,12,insignificant
4,3,aggressively
5,1,agnostic
1,1,divorces
0,6,virile
4,7,rejection
3,2,recuperate
22,9,commits
0,1,climacteric
0,2,emphasises
3,8,collectively
12,21,stream
4,8,contributing
10,15,continuous
0,1,triviata
0,1,predicate
16,10,sustain
11,8,bee
1,1,pollinating
2,9,necklace
0,1,extol
8,7,reduce
8,17,bias
0,3,assessments
0,3,kiesler
2,3,hypocrites
0,3,erroneously
16,4,rewrite
5,5,generating
2,22,screened
0,1,transitory
14,6,thankful
1,4,facially
2,2,followable
0,1,parlayed
0,1,unjaded
1,1,demographics
0,2,arrondissements
12,20,linked
18,14,joining
4,7,descends
3,3,discern
1,1,hairdressing
43,22,miserable
0,3,baking
0,1,sardine
5,2,tiff
3,6,perversely
0,1,teetered
3,4,rufus
0,3,sewell
3,5,mortimer
9,11,wilde
1,5,hoskins
3,10,fanny
11,6,ardent
4,16,gyllenhaal
3,4,junkies
5,3,sherry
0,1,migrant
0,2,paramedic
3,3,statistic
14,1,postal
1,4,colorado
6,5,accented
3,10,je
2,7,aime
0,5,geoff
0,1,bowles
0,1,masterstroke
2,6,blinding
0,9,freebird
8,4,weed
0,1,grower
7,9,devilish
2,1,frill
0,1,viscous
3,4,muck
0,2,synecdoche
12,11,kaufman
17,6,indulgence
2,2,mumblecore
9,20,profoundly
0,2,mechenosets
0,12,sasha
50,12,senseless
1,2,purport
5,3,stained
0,2,damnation
10,8,idle
16,10,explanations
3,9,caged
0,1,surmounts
5,2,invulnerable
1,1,thoes
25,29,wisdom
0,1,hymilayan
1,5,documentation
0,4,ankush
3,5,motivates
1,5,amends
1,3,prankster
0,1,shivam
0,1,megha
13,6,plump
0,2,khala
2,3,aunty
2,8,occupies
0,1,reshammiya
8,6,opted
8,7,percentage
4,5,salary
0,2,moguls
7,10,millard
0,8,brodie
0,16,flippen
8,5,aptly
1,1,disarmed
2,8,wyatt
5,8,earp
0,10,geer
16,29,contest
10,12,closeups
15,12,pages
0,6,waco
0,2,goaded
7,3,grizzled
8,7,roosevelt
0,1,arsenic
1,11,trading
0,2,jist
17,7,behaves
1,3,scrubs
17,17,hilarity
1,3,caitlin
0,2,tiffani
0,1,jace
0,2,lipper
3,3,classmate
6,5,clique
5,5,athletes
15,12,determine
0,3,boesman
20,10,listened
28,21,praised
6,9,brightest
6,13,defines
11,19,gloomy
4,8,gloom
2,3,heartbeat
10,15,enduring
4,9,fide
2,8,grimm
1,7,endearingly
0,6,slipper
3,1,uppity
3,5,bubbles
15,2,padded
1,2,agreeably
2,4,rodent
1,2,conspicuously
4,11,misadventures
0,1,harrumphing
32,13,exposition
4,9,graceful
0,2,frenetically
12,13,quaint
1,6,gratifying
0,11,erendira
0,1,tyrranical
1,6,marquez
0,1,incr
0,1,ible
0,1,triste
0,1,historia
0,1,ndida
0,1,ndira
0,1,eventhough
18,17,intact
3,4,papas
0,2,novices
0,1,witt
0,1,maked
0,1,catharsic
1,7,glam
8,6,velvet
4,2,goldmine
0,2,docudramas
0,1,meked
2,7,concerts
2,4,groupie
5,5,glorify
0,3,bundy
0,1,damper
3,1,scramble
25,8,rampage
1,3,wove
2,7,quincy
3,1,desensitized
11,2,chucky
1,1,wotw
0,1,woking
5,10,seminal
1,4,immunity
0,1,contemporaneity
0,1,coloration
4,3,tint
17,22,photographs
0,2,tinting
0,1,standardized
1,1,reddish
2,1,retrograde
15,19,martians
0,1,pomade
0,1,brilliantine
0,4,closeness
11,17,informative
11,6,mounted
2,2,tentacles
14,20,martian
0,5,unduly
2,2,rout
2,3,curate
3,2,affliction
1,3,consume
1,1,hooting
6,1,obliged
1,1,revives
0,1,larder
0,1,curates
12,4,insufferable
2,3,abbreviated
12,8,hunky
2,1,piana
0,1,bauman
1,1,artilleryman
3,4,sizable
0,1,lathrop
1,5,defects
3,1,replays
0,1,allahabad
2,1,holi
0,1,ooe
1,1,amma
0,1,loudspeakers
0,2,drools
10,15,monroe
0,1,blockbuter
2,4,montreal
7,9,refugee
0,1,nieporte
2,10,gabriele
1,4,muccino
9,22,respects
3,16,irs
3,10,frustrations
3,5,harrelson
4,5,interrupt
15,5,ransom
3,1,eliot
5,3,prosaic
2,7,defiant
12,22,separated
20,16,centuries
7,10,sentiments
0,1,sixes
0,1,sevens
7,8,zooms
0,1,gilt
0,3,savannah
2,3,pudgy
1,1,mccabe
1,1,marlow
0,1,almanesque
1,2,panes
0,1,sollipsism
3,1,opaque
0,1,windshields
0,2,harking
14,24,goodbye
7,10,suggestive
13,8,usage
7,4,grisham
5,5,excite
13,6,resembled
10,6,arrows
0,1,analytic
1,1,quiver
1,2,beastly
0,1,muzzled
0,1,mammonist
6,14,berenger
0,1,ferality
1,3,deflated
2,2,hubris
0,1,pheromonal
4,4,davidtz
23,15,lurking
0,1,fatality
5,6,daryl
0,1,rivet
0,1,barometric
3,3,plunge
1,5,painstakingly
4,14,swamp
9,10,cooler
2,1,pronto
19,15,judged
7,18,cowardly
25,9,excuses
0,1,misfortunate
0,1,reshaped
0,2,calderon
3,7,constitution
1,1,indefinitely
10,4,tolerated
1,1,hegemony
6,9,homework
0,1,snippers
5,2,shamefully
23,12,alleged
0,2,hasta
0,1,revolucion
0,1,siempre
9,17,jedi
2,4,corresponding
3,2,droids
2,1,debated
6,3,ecological
0,1,militarist
16,14,lightning
4,5,risking
0,1,inmho
4,1,somersaults
0,1,jedis
0,2,sabers
12,3,coherence
13,15,imho
0,1,bejard
6,6,zen
0,1,deshimaru
4,5,hd
4,3,transferring
5,10,discs
1,12,carrell
2,2,waxing
0,1,dater
9,15,fable
0,8,yelnats
11,10,unlucky
0,2,characterizes
3,5,falsely
3,3,donated
1,2,counselors
3,1,councilor
0,2,pendanski
4,1,quicker
1,1,barbs
0,2,fauna
1,2,vultures
10,6,poisonous
5,3,lizards
0,3,wallowing
2,1,angsty
26,21,silliness
6,14,dares
1,1,genera
5,6,downer
11,14,condemned
11,23,packs
3,4,mod
4,3,mushy
0,1,herilhy
1,1,petticoat
1,1,junction
1,3,acres
5,2,avengers
0,1,visualize
0,1,rocll
0,1,foreveri
1,1,overflow
7,1,kittens
6,4,sniff
0,1,colourised
0,1,caroles
10,5,scrutiny
1,12,cartwright
0,9,hoss
0,14,cartwrights
16,18,immense
1,9,ponderosa
3,3,pinch
0,1,daresay
1,1,kennedys
1,5,syndication
0,3,testifies
0,6,pernell
6,5,rumor
1,5,bordered
7,5,sanctimonious
4,9,landon
0,1,prarie
1,7,blocker
0,5,canary
3,9,matheson
11,24,mitch
1,2,vogel
29,40,virginia
1,3,tahoe
0,1,ranchhouse
3,3,irresistibly
1,44,tenant
0,27,lila
0,1,kedrova
2,3,compulsory
0,1,mockeries
4,11,overcoming
15,9,parodies
4,3,obscenities
0,2,contextual
0,1,mcreedy
4,2,boxed
0,2,barrat
8,4,weaponry
1,2,booklet
0,1,trymane
19,7,choke
1,2,goonie
9,12,goo
22,11,fart
0,1,bunnie
37,1,wayans
8,7,dice
1,6,carlin
4,6,surpass
0,1,buckwheat
5,3,erupts
1,1,gales
13,8,unleashed
1,1,barraged
1,4,unapologetic
0,2,jugular
27,11,pole
6,9,slammed
3,2,shit
2,1,movin
6,2,freakin
10,14,gates
1,1,unwitting
3,9,attends
2,1,realtor
11,7,whoa
5,1,weirdos
4,6,creaky
20,22,parade
2,3,cadillac
4,3,convertible
0,1,mab
0,1,redcoat
1,1,shovelling
8,20,coal
4,2,furnace
1,26,clutter
1,1,homemaker
20,6,allegedly
5,3,looser
0,1,lynley
0,7,orla
2,2,wrestles
1,3,hari
0,1,jaffrey
3,1,spooks
0,1,shellie
0,4,conn
2,1,planner
0,1,parrish
2,4,hellish
78,6,wasting
2,1,wraparound
4,2,duffel
1,2,stockbroker
0,2,unreachable
1,2,museums
1,1,innovating
24,2,voodoo
24,10,thunder
22,15,weaker
4,2,overload
10,3,cleavage
3,4,preparations
1,1,terrify
10,2,dorm
4,8,grounded
21,13,frost
14,12,snowman
3,1,axed
11,4,pi
2,2,cone
1,3,nimble
1,1,gouged
8,4,webber
4,7,metaphorical
0,1,biarkan
0,1,bintang
0,1,menari
0,1,bbm
3,4,indonesian
0,1,indonesians
0,1,dismaying
4,2,indonesia
4,12,synchronized
3,5,aviation
0,2,brill
0,1,mendl
2,2,blinked
8,13,ballroom
4,2,beens
4,5,banker
8,7,ca
0,3,miscue
4,9,pounding
1,3,quarterback
0,2,lethargy
3,4,replaying
0,1,bakesfield
10,4,gadgets
18,11,stones
0,1,willians
2,1,purge
4,3,bowels
2,3,upfront
14,28,soderbergh
0,8,ernesto
8,23,guevara
4,8,argentinian
2,8,fidel
0,3,fulgencio
12,4,relied
3,6,diaries
13,5,unbearably
7,3,touring
3,3,endemic
9,7,marxist
1,8,tackled
1,6,parter
0,1,uppermost
0,1,agentine
1,8,guerilla
3,17,bolivia
3,7,benicio
34,30,del
13,14,toro
0,10,argentine
1,3,peasants
8,10,intellectuals
2,8,inevitability
3,1,valkyrie
30,18,frustrating
0,1,fomentation
11,9,intruder
2,5,indigenous
4,4,cubans
1,3,doggedly
1,3,persists
2,1,enterprises
0,1,romanticise
0,1,fatherless
0,8,bolivian
1,4,hesitated
9,14,byrne
1,3,anka
20,68,modesty
11,28,blaise
10,7,capabilities
3,16,staden
9,18,counterpart
0,4,nikolaj
0,4,waldau
0,15,miklos
1,1,toothpaste
21,4,stereotyped
1,1,pearson
1,4,lob
0,2,eugenia
0,1,yuan
0,1,irina
0,3,privately
0,3,ctu
8,13,webster
2,6,saddle
1,10,tatum
0,9,calvet
2,44,gannon
2,20,skagway
13,7,cheat
1,21,miners
0,1,mustachioed
2,9,gunman
0,3,madden
0,3,wilke
10,6,yukon
4,3,ambushed
3,1,uselessly
1,4,sling
1,1,gunbelt
0,1,graffitiing
0,1,asafrika
0,1,bambaataa
0,2,grandmaster
0,3,melle
3,3,breakers
6,4,unpopular
0,1,amoung
36,18,marketing
0,1,commitee
0,1,beegees
3,2,rougher
2,5,udo
1,5,kier
0,1,pilmark
0,1,krogshoj
0,2,drusse
0,2,marple
0,1,rolffes
1,1,morten
0,1,rotne
0,1,leffers
0,1,dishwasher
0,2,stellan
0,1,skarsg
14,5,microphone
0,25,sammi
0,12,curr
3,5,tramell
11,7,bi
9,10,mastermind
3,1,manipulator
2,2,setback
8,4,improvements
1,2,distributes
10,5,snore
0,3,khleo
4,6,storylines
0,1,greenlake
0,1,barlow
0,1,elya
5,7,madame
0,1,zeroni
0,3,weaved
5,2,squid
0,2,kasch
0,1,zig
0,2,zag
2,4,miguel
3,1,magnet
2,2,armpit
0,1,brenden
6,4,jefferson
2,5,oasis
0,1,chrstian
4,2,showering
2,7,dong
3,8,protestant
1,1,denomination
5,14,hopeful
6,2,summation
6,5,anticipating
5,3,babbling
0,1,gacktnhyde
0,1,hawt
0,1,yaoi
1,1,chucks
0,1,beefs
7,3,yelled
0,1,goriness
1,3,slump
0,1,burbling
1,1,keels
0,8,philipps
17,13,pocket
87,35,makeup
1,4,zandt
2,4,punishes
0,2,commencing
24,17,traffic
8,11,subtitled
0,2,mannheim
0,1,deplorably
0,1,imperfectly
0,2,esthetically
3,2,agitated
6,2,oeuvre
12,31,posey
2,1,salient
6,9,stylistic
1,3,habitual
2,2,canted
0,1,textually
0,1,backdropped
5,7,bravely
0,1,geo
0,1,foregrounded
3,1,heretofore
3,2,cf
0,1,syrianna
3,2,prod
0,5,referential
1,4,entertainments
1,2,transplanting
1,3,shores
3,3,whistle
0,2,englishwoman
4,18,dangers
0,1,mukerjee
0,1,brahamin
4,3,nationality
8,5,pow
0,5,stalag
1,3,luft
1,6,gestapo
4,5,tunnels
2,3,enterprising
1,3,vaulting
10,10,compound
2,4,shortening
11,11,frog
0,3,vaulted
4,7,escapees
1,2,positioned
8,8,dishonest
0,14,carface
4,10,itchy
15,4,prehistoric
19,3,alligator
2,3,sparing
7,3,financing
11,23,races
5,4,junkyard
4,7,listens
2,4,unprotected
0,4,preservation
5,4,symbolizes
3,4,submerged
1,1,fictionalization
0,2,infections
1,10,riveted
3,1,alfie
1,1,logged
1,1,encapsulates
1,36,elsa
2,6,bicker
17,10,sharks
4,1,foretelling
1,5,shrimp
3,1,garlic
2,5,pungent
1,1,costco
1,1,flavorful
4,2,sauce
1,6,naturalness
33,16,mundane
5,3,blog
2,5,myspace
1,2,locoformovies
1,3,shames
6,9,sustained
1,35,zorro
12,4,daft
4,7,foes
1,5,andr
2,1,outkast
2,4,strut
9,11,maniacal
2,7,macha
1,3,sorter
0,1,tyrannous
1,3,compensating
0,1,amasses
4,7,diagnosed
1,3,incurable
2,11,loan
1,2,relents
1,3,loom
8,7,convicts
82,16,shark
6,7,zack
1,2,pastore
2,3,avi
4,7,elusive
3,4,unravels
0,3,humbling
3,6,humility
7,6,recognizing
0,1,preset
0,1,underhandedness
3,4,sittings
10,12,stepped
1,5,surfed
0,1,finishin
6,3,rally
0,1,antoniette
6,5,vernon
2,6,marcello
6,22,mastroianni
13,11,pursued
2,4,fascists
0,1,fuher
0,3,duce
0,10,mussolini
0,1,ciano
3,4,unrelentingly
2,4,ruggero
0,1,macarri
2,8,ettore
2,11,scola
0,1,pascualino
0,2,santis
0,3,armando
0,1,trovajoly
2,3,leitmotif
1,5,globes
0,3,bal
13,10,illustrate
0,1,varennes
3,10,stagecoach
0,24,paine
0,2,xvi
1,3,antoinette
2,6,una
