palabra	frecPos	frecNeg
sousas	0	1
marches	3	8
underlings	3	5
crib	2	4
hensley	1	2
wests	2	6
er	14	17
bobbing	1	2
rooftops	4	1
skyscrapers	1	1
yacht	10	5
demonstrated	22	14
invulnerability	0	3
curtains	12	5
stamped	3	4
moulded	2	2
koenekamps	0	1
sprang	1	1
loins	0	1
optimistically	0	3
demonicus	3	11
ofcourse	1	0
illustration	4	7
sophomoric	2	15
orwellianhuxleyanwhateverian	0	1
ctgsr	0	1
proven	4	4
downside	13	5
jox	6	2
billboard	1	6
iliad	1	4
tenth	6	6
exonerated	0	2
drunkhung	0	1
melons	0	3
watermelons	0	4
ladys	8	9
hiv	8	14
brannaghs	1	0
dedication	17	7
analyze	11	6
criticized	17	7
ambiguities	5	0
ophelia	5	5
fortinbras	1	1
ph	2	2
rubble	11	2
pokemon	42	24
tellings	3	0
nemo	4	3
profitability	1	0
mulan	1	1
lilo	2	2
stitch	2	4
milo	15	27
thatch	1	3
voiced	27	20
footsteps	12	10
sponsor	3	5
expedition	32	14
darkened	9	5
whitmore	4	0
milos	1	12
grandfathers	5	0
lulls	5	1
sources	12	26
nemos	1	0
nautilus	1	0
pods	3	5
torpedoes	1	0
diggers	3	1
boilers	1	0
empowered	2	1
upbeat	21	7
dwarfs	5	5
millionth	1	1
spares	2	3
gandalf	14	7
almghandi	1	1
pupsi	1	1
youtube	15	27
weed	4	8
coping	15	4
cherishing	2	0
tingwell	4	0
ruths	4	1
tulip	13	0
creepshow	1	12
idol	18	17
slop	0	6
pomegranate	1	1
snored	0	1
purple	44	14
butterfly	3	11
gauze	0	1
distinguish	6	10
poets	8	3
dramatically	7	17
complicates	1	1
impeccable	16	7
che	76	39
stance	14	10
murky	9	22
gambling	33	18
refusing	14	5
cowardly	18	7
cubans	4	4
ostentatious	1	2
plains	8	1
persecutions	1	0
inaccuracies	12	22
deceived	4	5
josephs	4	1
confidently	4	2
hinges	4	5
fanfan	6	0
tulipe	4	0
philippes	1	1
throve	1	0
gina	24	20
lollobrigida	5	0
philippe	10	2
ren	2	3
clairs	3	0
belles	4	2
nuit	5	2
jeansons	1	0
voltaire	1	0
candide	1	0
antimilitarism	1	0
forethese	1	0
draftees	2	1
radiate	1	0
joie	4	1
vivre	3	1
mourir	1	0
deathit	1	0
casualties	7	1
outnumber	2	0
xv	1	0
complains	15	6
rideheight	1	0
historian	11	10
jaque	1	0
tempo	8	2
perez	1	9
cruz	13	3
lawless	5	5
kingpin	2	2
leone	4	3
harley	1	1
gunplay	4	2
otsu	1	0
nhk	2	0
musashi	1	0
adoringly	2	0
nikita	3	0
goodnight	7	7
gobs	2	5
advances	15	10
livesey	6	0
sloane	13	11
fusion	3	3
rescuing	8	8
hulu	3	3
sixties	26	22
venal	3	1
shrews	0	1
sales	12	13
referring	16	25
madeline	5	3
kahn	5	3
houseman	0	11
bless	16	9
delectable	5	3
luridly	1	2
verbs	0	1
slack	5	11
retching	1	1
redfield	2	8
cornucopia	0	3
phoniest	0	2
peru	2	6
sniffing	10	7
shangri	1	1
medicated	0	1
panpipe	0	1
flourish	4	2
shout	12	12
celestial	9	7
choir	19	11
motley	7	6
kretschmann	0	1
annabeth	0	1
jurgen	1	5
prochnow	0	7
ensconced	0	2
pantheon	11	3
mastroianni	19	6
barnet	0	2
bain	7	4
hoot	19	12
sinkhole	0	1
daggers	1	7
mei	0	5
usage	8	12
flirt	6	8
slumped	1	2
snore	4	10
stag	3	2
yelling	20	39
hacking	4	11
embedded	6	5
weeds	2	2
midscreen	0	1
droplet	0	1
jin	0	4
idyllic	8	4
diversion	10	6
heartthrob	2	3
halliday	2	1
prospects	7	1
heiress	9	7
marshmorton	2	1
rigged	5	2
keggs	4	2
gardiner	10	1
alices	2	8
reggie	2	7
domineering	5	3
collier	3	0
devices	26	25
dignified	8	1
ditzy	4	6
footman	1	0
damsel	18	8
astaires	5	2
solo	40	15
hoofer	2	0
gracie	8	7
georges	42	8
bubbly	7	3
conniving	12	18
madrigal	1	0
gershwin	20	5
madrigals	1	0
erin	1	7
cottrell	1	0
morals	23	7
mags	2	5
refunds	0	2
customer	2	2
avengers	2	5
fitzgerald	9	9
retains	8	9
ifans	0	4
fak	0	1
bargepoles	0	1
examine	10	11
tediousness	0	2
esp	4	12
familar	1	1
relevation	1	1
wage	4	4
sector	0	6
handheld	3	3
cheerful	14	10
personalty	0	1
indistinguishable	2	9
hypnotic	16	9
charlotte	35	28
advocate	8	6
stathomjake	1	0
mysteries	51	10
puzzle	22	11
solved	11	16
institutes	3	0
infused	7	5
millers	9	1
dystopian	9	0
spielbergs	12	9
linklaters	2	0
scanner	6	0
amalgamation	4	1
visionary	13	3
volckmans	4	0
unquestionably	7	2
hybridity	1	0
individuality	6	2
laudable	1	0
interspersing	2	0
nihilism	3	1
aesthetic	16	9
credence	3	4
stoic	16	3
karas	5	0
mccormack	3	2
romola	3	0
garai	2	0
frantic	18	11
pryce	2	0
avalon	6	1
holms	2	0
reedy	1	1
holm	6	3
inhibit	1	1
qualms	8	2
pokey	0	2
tunis	0	1
piddles	0	1
antsy	0	1
reluctantly	11	12
cabaret	9	5
loooong	1	4
dawdling	1	1
garnered	12	6
plaudits	1	2
garfunkel	0	2
permissions	0	1
boob	10	8
pres	1	1
jodi	4	1
suffice	25	20
leasurely	1	0
stroking	1	0
relay	1	2
cassandras	1	1
contless	1	0
videostore	3	2
chastedy	1	0
collections	3	5
initiative	6	2
selecting	2	4
karloff	56	36
unessential	1	0
overshadows	4	3
chapters	15	9
janos	9	0
rukhs	12	0
carpathian	1	0
drawings	11	11
rukh	33	1
benet	15	0
extraterrestrial	1	2
rays	7	4
invite	18	10
isolates	2	0
radium	11	0
overexposed	3	1
gimmicks	5	11
statues	5	6
hillyer	10	0
funky	14	7
potts	1	9
hamill	11	9
corvette	0	3
classmates	15	8
hotrod	0	1
ugliest	7	3
bonaduce	0	1
persuasively	2	1
penns	2	3
strayed	1	5
glamorized	2	2
bonnie	22	13
clyde	12	15
culled	5	3
callow	0	1
timely	14	2
venezuelan	9	6
capital	29	19
caracas	4	1
prevail	3	5
hemisphere	2	0
poorest	2	9
unity	11	3
savvy	8	7
invaluable	6	1
deception	15	10
grappling	3	1
tyranny	10	2
plutocrats	1	0
generals	8	9
conspired	2	0
venezuela	19	1
ably	13	4
highpoint	4	2
bucket	13	13
stagehand	0	1
tissue	8	11
forsythe	11	11
tylo	1	8
jeffrey	28	29
combs	13	23
kathryn	17	17
harrold	3	6
replacing	8	16
wound	17	33
forests	10	3
taiwanese	3	9
sensibility	19	8
woodrell	1	0
guerrillas	4	1
equivalents	1	0
backwater	1	1
missouri	11	7
visceral	15	6
roedel	4	2
tobey	6	1
seventeen	4	8
countrymen	3	3
unionist	1	0
lifelong	11	5
skeet	6	2
ulrich	9	6
unwillingness	7	3
unarmed	3	3
holt	26	3
wright	20	11
bushwhacker	1	1
introspection	5	4
interposed	1	1
intensely	21	9
unglamorised	1	0
candid	13	0
recognising	5	0
courageous	10	8
blooded	23	18
suave	16	9
growth	23	12
wider	21	9
emancipation	2	0
regularly	15	15
shocks	17	10
detriment	5	4
needlessly	4	19
muddies	1	1
bway	0	1
examines	11	1
rewarding	28	6
hopefuls	3	2
grittier	2	3
gypsies	4	5
shrinkage	0	1
cassie	3	22
civic	4	4
territories	5	4
apparatus	3	3
twistkiller	1	0
haze	7	2
spoilersthe	0	1
tepid	6	8
cuisine	1	3
steiners	5	4
henna	0	1
rinse	0	1
caterpillar	2	1
revives	1	1
afterlife	6	13
projected	10	22
aide	3	9
puns	9	7
electrocution	4	6
snoozer	0	6
yule	1	0
tide	18	3
simulate	3	6
latham	4	5
comply	2	1
americass	1	0
graveyard	17	19
ryker	7	0
marvin	13	5
selected	15	16
defect	5	1
koreans	2	4
capt	5	7
dillman	3	0
gen	8	3
amos	12	3
baily	2	0
courtroom	25	8
winkler	8	0
convicting	1	0
grifters	10	1
psychoanalysis	1	0
crouses	4	1
crackerjack	2	0
ding	4	4
loosened	1	0
rhythmic	4	2
jazzy	8	2
glengarry	3	1
glen	10	6
flowed	5	3
jumble	1	5
compulsive	16	2
gambler	12	5
dingy	4	1
cheque	1	1
learner	2	0
bouncing	9	12
stagy	5	7
foley	9	6
hackneyed	7	35
drones	2	9
arcs	9	7
unexplored	3	6
titillate	2	5
regrettably	7	5
kristin	1	9
anchors	18	1
aweigh	17	0
interweaves	2	0
tchaikovsky	2	1
bowl	16	20
pianists	5	1
samberg	0	5
recollect	2	1
randomness	4	3
attending	22	14
girly	4	3
bickers	2	0
howled	1	0
hyena	3	0
obsessiveness	4	0
olsen	10	11
cutest	9	2
sceneries	5	2
zach	3	6
atenborough	3	0
dancersand	1	0
shortens	1	1
camerawith	1	0
ronnie	6	6
zooming	2	3
eliminating	5	4
hamlisch	1	1
kleban	1	0
choreographies	1	0
schulman	1	0
alyson	1	3
rewording	1	0
raiment	1	0
pillow	7	5
modifications	2	1
concocted	4	3
explores	35	7
fragmented	7	10
unthinkable	6	4
gradual	7	2
implosion	1	0
flashbackflash	1	0
differing	4	0
vantages	1	0
nere	1	0
hawke	35	6
shrewish	2	2
alimony	5	1
jewelry	13	6
glitch	4	1
finney	22	7
nanette	8	6
rosemary	11	3
wrangles	1	0
agreement	9	5
filing	5	3
unveils	2	2
respective	31	19
acrid	2	0
unforgettably	4	0
bravura	10	3
sightings	0	1
discrepancies	1	3
timer	6	8
nodding	4	6
mute	11	22
improv	2	5
malfunctions	1	3
braun	11	1
obtuse	4	2
implausibility	2	7
opportunism	2	0
vicey	1	0
inadequate	3	8
goebbels	6	5
spun	2	8
predetermined	1	2
validity	5	3
psychologists	1	2
psychiatrists	4	1
meteorologist	0	1
neuro	1	2
geologists	0	2
alarmist	0	6
temperature	4	13
confound	2	0
bracco	5	1
esteemed	5	3
ranch	25	11
smell	15	14
unwashed	2	5
ahem	1	13
bottoms	2	5
chortles	1	0
acheived	1	0
freshly	4	7
sprung	2	6
tidy	8	1
retribution	4	6
martys	2	2
laying	13	18
karo	1	2
syrup	1	10
memorandum	0	1
bitches	1	3
ohmagods	0	1
cajunhuckleberry	0	1
chomps	0	1
cigars	0	4
cackles	1	1
clanging	1	3
rhetoric	5	9
bibles	1	2
niros	2	6
lampooned	3	2
squinting	0	3
crinkled	0	1
curled	2	1
crimany	0	1
bighouse	0	1
assaults	7	7
noltes	3	1
misrep	0	1
terrorizing	2	8
kin	5	3
withheld	2	1
mightve	6	8
shortened	5	9
unspeakable	6	3
justifies	6	5
mmm	1	4
notles	0	1
wesley	8	19
stricks	2	1
harassments	0	2
strick	2	2
discredited	0	4
cranked	2	7
photographic	7	6
hermann	18	3
enlarged	2	3
snicker	5	6
squawking	0	2
infidelity	14	14
thumb	10	13
bobs	4	3
damaging	7	7
blowhard	2	2
disovered	0	1
relishes	2	1
withstands	0	1
scalded	0	1
sumpin	0	1
balsam	8	1
fantastically	19	5
vases	1	0
goros	2	0
hairbad	1	0
holesscrew	1	0
smap	2	0
kitagawa	1	0
birdie	8	0
reputed	4	1
disregard	12	17
dyke	19	11
deliberately	27	35
obscured	2	5
camped	3	3
schoolgirl	4	6
preserved	17	5
telemovie	3	2
bettered	2	0
rendering	9	14
cornily	1	0
pleasantville	2	2
sakez	1	0
stepmoms	0	1
btch	0	11
reverend	4	9
christs	5	5
flip	10	19
dismissive	2	1
congratulatory	2	3
discouraged	5	3
homework	9	6
ninjas	6	20
introducing	17	21
turds	1	5
tilt	8	3
bosss	2	3
rewatch	1	5
reservoir	2	5
haircut	3	12
converting	1	1
ezra	7	0
strathairn	16	1
parked	2	12
warehousefurniture	0	1
warehouses	3	2
newbie	5	5
ponders	0	2
tit	3	3
protected	6	3
oogey	0	1
currency	0	3
prep	2	2
wwaste	0	1
wagoneer	0	1
blasting	2	9
dominoes	0	1
bulletpellet	0	1
abhay	13	0
soha	7	0
himesh	2	0
ahista	6	0
cate	10	3
katey	4	0
sagal	4	0
kaley	2	0
cuoco	2	0
davidson	2	4
spanjers	1	0
guidance	8	5
patriarch	11	3
garner	20	15
suzanne	13	20
pleshette	1	0
spade	10	8
sitcoms	15	7
ingesting	0	1
psilcybe	0	1
cubensis	0	1
mushrooms	4	13
lsd	3	10
morphing	4	3
superficially	5	6
proposed	6	3
tereza	0	6
sabina	0	7
kunderas	0	7
sample	6	7
impersonated	1	1
depends	18	16
professions	2	2
effortlessly	18	6
incentives	0	2
prague	5	6
intrinsic	6	5
temptations	7	1
metropoly	0	1
tout	0	1
photoshoot	0	2
envy	15	6
insecurities	8	4
russians	6	10
terezas	0	2
revised	7	1
cp	2	7
desi	8	7
desperado	0	4
fa	1	1
saree	0	1
levitating	0	2
commandos	4	7
trail	27	24
airplay	0	1
vishal	0	2
shekhar	8	2
hummable	0	1
akshays	1	2
microsecond	0	1
tashan	0	30
assembles	0	1
grubbing	2	4
loveable	8	2
morita	2	6
jap	2	1
felix	71	2
ungar	9	1
madison	11	11
paring	1	1
roommates	17	9
sandwiches	4	3
refrigerator	4	3
matthaus	12	0
klugmans	1	0
lemmons	7	0
trodden	2	1
randalls	2	0
sensitivity	15	11
felixs	11	0
tonys	40	0
unger	6	1
annoyance	11	16
roommate	22	21
withstand	4	3
bawling	4	1
linguine	1	0
lightened	3	1
pidgeon	15	0
monotone	3	15
enhances	20	4
embraces	9	2
gdon	2	0
naudet	11	0
hanlons	1	0
firehouse	5	1
crashed	14	13
grizzly	1	1
coarse	14	5
uncensored	5	2
charities	1	0
nord	4	0
carn	2	1
prvert	1	0
jeanson	2	0
janson	1	0
jouvetarletty	1	0
annabellaaumont	1	0
edith	26	4
piafs	1	0
amants	1	0
dun	5	1
jour	5	4
chanteuses	1	0
pimp	8	8
jouvet	3	0
protge	2	0
raymonde	2	0
airatmosphre	1	0
atmosphre	3	0
arlettythinks	1	0
cinma	4	0
est	5	1
jai	2	7
gueule	1	0
datmosphre	1	0
attemptatmosphere	1	0
karloffs	5	6
clinkers	0	1
wasis	2	3
morocco	4	6
funding	5	25
scrap	3	5
fund	5	10
converging	0	2
stimulate	3	2
indecipherable	3	3
tantalizes	1	1
neatly	33	7
inpenetrable	1	0
delayed	9	4
leos	6	2
compositing	2	1
artifice	6	3
foreground	15	6
videotape	4	12
trier	30	2
hitchcocks	15	12
correspondent	1	4
plight	33	20
naif	1	0
amidst	19	19
unforgiving	7	0
zentropa	15	1
audacious	5	6
yetians	1	1
grail	6	17
tranquilizer	0	2
yeti	12	19
macrabe	0	1
peking	1	3
matte	11	2
motorized	3	2
thematic	11	4
wisps	1	0
modifying	1	0
verily	1	0
ulcerating	1	0
blandings	38	0
exasperating	1	2
softened	4	1
levittowns	1	0
progressive	11	7
housing	7	9
democrat	2	2
firebrand	2	0
congresswoman	1	2
gahagan	1	0
robards	3	0
conservatism	2	1
slipping	8	6
blacklist	2	0
reappear	4	1
witching	0	5
necromancy	0	7
diabolique	0	1
rumpy	0	1
pumpy	0	1
criticise	10	4
personified	6	2
variable	4	4
franklin	11	19
flora	5	5
screechy	0	1
worringly	0	1
ineptly	2	10
shuts	2	5
unwary	0	1
numbingly	4	20
rolled	23	22
guzman	7	6
unrelenting	10	2
disappointments	8	5
traumas	5	4
transformed	25	19
discipline	15	12
rundown	8	6
hemmed	0	1
entrenched	3	3
sexism	6	8
pauses	5	14
drains	1	4
femininity	3	3
quebec	8	0
ratingshould	2	0
ratinga	4	0
chans	17	3
protector	7	7
runtimemin	2	0
tread	4	2
unintended	0	8
cube	37	39
manhandled	1	2
transform	5	10
skinhead	1	2
cmon	8	27
object	37	35
curitz	1	0
methods	30	24
requirements	9	6
majors	7	9
theatres	18	8
headlines	8	3
photographers	7	6
trophies	1	0
targeting	2	3
minors	1	7
fortunes	9	2
curtiz	12	2
rapid	20	9
soppy	7	0
fantastical	10	3
cheungs	2	1
wu	19	6
swordplay	13	3
entrancingly	1	0
mists	2	1
benighted	1	0
bewitching	5	1
stylings	1	1
garments	2	1
marvellous	14	4
swell	10	3
supply	15	24
copious	5	7
villagers	14	9
derived	11	14
mahayana	2	0
buddhist	8	3
buddhism	7	2
quirk	2	3
calendar	4	6
gojoe	13	4
mesmerize	3	0
skillful	7	2
dismal	9	27
forster	0	4
andromeda	0	4
gunners	0	1
willow	1	3
intensified	2	1
epaulets	0	1
lances	1	1
eureka	1	4
maru	0	1
occupy	3	5
sects	0	1
evolutionary	0	2
nietzcheans	0	1
extreamly	0	1
razzie	0	13
forum	14	8
lighten	18	1
captioned	2	1
pierce	39	12
brosnan	61	7
harried	5	3
compliant	1	2
cavil	1	0
tolerant	7	8
foil	20	10
matador	12	0
leaf	4	6
snowballs	2	0
stunk	2	15
disavowed	0	1
lowers	2	5
caddyshack	2	1
greens	8	3
spacklers	0	1
sandy	12	9
golfers	0	1
sharmila	1	0
tagore	1	0
definently	0	1
uprosing	0	1
granting	1	3
earns	16	10
katzman	0	1
quickies	1	3
generating	5	5
serials	16	14
tacky	15	36
rescues	8	6
droning	0	10
batmans	2	10
cowl	0	1
beak	0	1
stuntman	2	11
adjust	10	2
utility	0	7
crumpled	0	2
compartments	1	1
blowtorch	0	2
oxygen	8	5
tube	24	24
lowery	1	4
duncan	3	10
businessmen	6	3
ambling	2	2
croft	4	6
motions	7	24
hoodlums	6	2
shawl	2	1
regulars	11	5
superfluous	5	10
discern	3	3
vale	0	1
perils	5	8
saddled	2	14
manor	4	17
interiors	7	17
roadside	1	5
batcave	3	2
refurbishing	0	1
invest	6	8
availability	5	1
batfan	0	1
interns	0	1
treadmill	1	3
waxed	0	1
shiny	3	21
killedslashedeaten	0	1
forgiving	6	13
jaded	16	12
define	27	8
yanked	3	5
zwick	0	6
offends	2	6
saleswomen	0	1
gays	6	16
forsaken	5	10
presley	2	12
enterprises	1	2
mangled	2	7
speakperform	0	1
quoted	7	12
photographedrecognizable	0	1
pyramid	0	11
rampant	8	19
dea	2	2
badge	5	5
undercuts	1	3
crowbar	1	0
gap	15	12
hippiest	1	0
rests	13	6
screech	1	3
addict	25	16
watchers	6	14
matthau	80	2
neil	36	25
adaption	8	16
entertainersactorsperformers	1	0
benjamin	22	7
globe	35	10
putz	1	1
improvement	22	26
biggs	0	8
storyhistorical	0	1
norah	0	1
phycho	0	2
spurted	0	1
kwik	0	1
ez	0	1
donned	2	4
potato	6	3
county	9	17
yell	16	19
barfing	0	2
responds	16	8
retort	0	1
duh	7	14
sloth	6	2
mammoth	11	1
morale	5	1
benefits	21	3
troublesome	6	4
foundering	1	0
clinging	3	1
passe	4	0
bonnies	1	2
townsend	6	15
vail	1	0
mack	16	11
bert	14	6
scranton	1	0
assignment	17	17
bootlegging	1	0
luva	3	0
beans	8	11
wards	10	5
berts	2	0
jakes	11	1
accordian	2	0
sylvies	1	0
tearfully	5	0
phones	14	18
sylvie	2	1
spineless	3	2
pbs	9	11
editions	8	3
lecarres	1	0
karla	2	0
mcmurtys	1	0
ranger	11	12
cookie	13	16
wiles	1	0
mortgage	5	3
escrow	1	0
unseemly	2	1
parlaying	1	0
nietzschean	3	1
messed	18	38
crushes	5	4
heated	9	3
file	12	22
bertrand	4	1
blier	11	1
lenfant	1	1
fave	5	4
dewaere	4	2
miou	4	0
valseuses	7	0
roadmovies	1	0
journeys	13	3
bounded	2	0
hypocrite	5	1
topactor	1	0
scarred	6	8
rs	3	3
shivering	2	0
confirm	12	8
suspicions	8	9
obtain	24	9
rivals	16	5
hiyao	1	0
miyazaki	25	4
ghibli	6	0
totoro	3	0
kikkis	1	0
laputa	41	2
trench	3	5
posers	1	1
pazo	1	0
beek	9	0
sheeta	20	0
paquin	8	8
engineering	6	7
invented	22	31
lieing	0	1
decode	1	2
pf	0	1
dazzle	5	2
baffle	1	1
shelving	0	1
blatantly	11	30
escaped	37	35
convicts	8	9
degradation	7	9
tremendously	19	11
pairing	14	9
nastiness	2	3
cv	1	8
virtuoso	6	1
malarky	1	1
thirdly	1	14
fighters	18	16
abu	28	1
ghraib	1	1
branchs	1	0
constitutional	4	2
supremacy	19	3
diminished	6	2
unavoidable	3	2
excesses	9	11
complimentary	4	2
adjective	6	5
trotting	3	0
letup	1	0
rhythm	32	12
gilroys	1	0
ludlums	1	1
stack	28	8
irreplaceable	4	1
deadliest	2	2
murrow	2	1
policies	16	5
strathairns	1	1
bournes	7	2
physics	12	22
leaping	3	7
outdoes	8	1
pedant	1	0
interfere	6	2
cornerstones	0	2
bastardization	0	4
phantoms	1	1
disfiguring	0	1
dishes	5	4
yogurt	0	2
pauly	2	4
shore	9	9
goldfish	2	4
transplanted	4	3
becker	4	3
woerners	2	0
anselmo	9	0
remsen	2	0
borough	7	0
hangouts	1	0
authored	4	1
pileggi	1	0
nestor	4	0
franciosa	3	4
erupt	5	3
pappas	11	0
louisianan	1	0
manes	1	0
favors	6	4
farewell	13	5
preserve	6	11
squandering	0	3
heorot	0	5
helmets	2	5
hjm	0	1
admires	3	3
populist	2	2
cherry	4	9
actordirectors	0	1
excretable	0	1
schlussel	0	1
acknowledging	0	2
atoned	0	1
gist	3	8
nam	5	4
irresponsible	8	14
marsha	4	6
podunksville	0	1
straighten	2	1
welding	2	2
valeria	0	1
golina	0	1
affirmative	1	3
embellishment	0	1
soulfulness	0	1
burnish	0	2
creds	0	1
torching	0	1
raisers	0	1
lawn	12	7
franky	0	4
meanders	0	15
stater	0	1
jefferson	4	6
inappropriate	8	45
offense	7	20
springsteen	4	7
joes	9	3
populists	0	1
spiel	1	3
ceasar	2	5
hopper	34	26
viggo	9	10
whigs	0	1
pal	31	24
junker	0	1
oy	1	3
drecky	0	1
zen	6	6
messenger	4	6
ala	12	17
macluhen	0	1
sheesh	2	10
grater	0	1
bordens	2	0
flirts	6	3
sadomasochism	1	2
captor	2	1
libido	8	8
borden	7	1
dogma	11	15
gaining	13	5
insatiable	6	1
fetish	5	17
shoves	5	1
increases	12	4
abjectly	1	0
bergin	4	1
scarcely	9	6
district	17	12
limbed	1	1
slender	4	2
hips	7	1
periodically	6	5
alchemize	1	0
forceful	4	2
worldview	2	0
headlined	0	3
elimination	5	5
albany	0	2
rookies	2	3
strolled	0	1
lift	21	26
cashing	1	4
hhh	2	2
viscera	4	2
pinned	9	9
vis	2	1
shelton	7	3
gauntlet	5	2
mickie	2	1
stratus	1	1
pitted	3	2
disqualification	4	3
fry	10	8
eroticism	16	1
avant	17	9
garde	21	10
ocassionally	0	1
apollo	5	20
patterns	8	5
rainfall	2	2
undermine	3	7
spacecraft	4	6
sibrel	0	10
archived	0	1
discredit	6	5
proofs	2	4
sifting	0	1
mosquitoes	1	2
swallowing	2	4
camels	0	3
irrefutable	1	4
missions	17	5
agencies	4	3
undermines	1	10
remaining	26	41
debunked	1	2
doctored	2	2
zukovics	1	0
neophyte	3	2
zine	1	0
mobocracy	1	0
slant	4	5
billingham	0	1
ordinarily	3	2
swim	32	7
blinded	12	9
bbs	2	0
satiated	2	0
reign	43	11
imotep	0	1
scraggly	2	3
royalties	0	4
rohm	4	1
adas	0	2
summon	3	7
keys	10	21
rohms	2	1
drawl	1	8
clandestine	1	3
gladly	7	6
redline	0	6
potboilers	2	3
ff	0	4
nascar	1	3
karting	0	1
hemi	2	1
challenger	16	3
transmission	3	4
mopar	1	0
chrysler	2	0
kowalski	5	3
floored	3	2
lameness	0	7
crunching	1	2
temples	3	4
helpless	27	18
clunky	4	22
unwatchably	0	3
harlequin	0	6
verry	2	0
bearing	12	15
miscarriages	2	0
prematurely	3	6
uncommon	7	3
germane	1	1
conflicted	25	4
blane	1	0
expectant	6	3
prohibition	4	4
fetal	3	0
interestingly	27	12
quivering	4	2
mounds	3	0
jelly	4	2
talkie	15	3
dollop	2	1
infrequently	2	0
honoring	1	2
extraordinarily	15	11
insanely	10	9
manuscript	10	4
unwinds	1	0
trump	13	3
agatha	22	4
laces	1	1
houseboat	1	4
houseboats	0	2
shonky	0	1
sails	3	2
contempt	10	33
hilarity	17	17
mystifyingly	0	1
eildon	0	1
mystifying	2	3
bog	5	5
youths	5	13
intolerant	2	3
elders	7	5
petrol	2	4
gurning	0	1
voorhees	4	6
comparative	4	5
vii	5	1
slashers	11	18
hamburger	1	3
volley	1	1
tomato	3	15
incomparable	8	4
houston	15	7
gilleys	11	0
lookin	5	1
chemical	5	15
matiss	4	0
riga	1	0
railing	2	2
troll	1	15
pocketbook	2	0
alexej	1	0
barking	4	6
ore	3	1
formate	1	0
auteurs	5	4
torrance	6	2
nicholsonand	1	0
secluded	4	11
kicker	2	5
caretaker	12	14
oddysey	1	0
mocumentary	2	1
nwh	4	0
tasty	17	7
highs	7	0
lows	8	4
egos	7	4
whitey	1	0
mocumentaries	1	0
everybodies	1	0
cundeif	1	0
fym	1	0
tammys	1	0
patty	10	16
unheard	8	4
foleys	3	2
dern	22	4
toped	1	0
thompsons	8	3
overcomes	11	4
ddoops	0	1
therapy	16	13
rpgs	0	3
fading	12	4
chritmas	1	0
album	38	14
painters	10	0
pavement	5	6
guetary	3	0
topped	11	10
bsg	31	11
caprica	11	7
syfi	0	1
lineup	5	5
battlestar	14	16
titanica	0	2
shlop	0	2
schtock	0	2
zaphoid	0	2
proportionality	0	2
beaudray	0	1
demerillea	0	1
nevadapretty	0	1
pairof	0	1
courseembark	0	1
irritatingespecially	0	1
beginningand	0	1
fatherhenry	0	1
fondainto	0	1
useless	14	65
garber	3	2
breathless	15	7
disturbingly	5	2
mraovichs	0	2
delusional	7	4
redefined	3	3
barometer	1	1
mendoza	1	1
sailes	0	1
battling	8	14
equality	7	6
libertarian	0	2
homophobes	0	1
evileffeminately	0	1
multitasking	0	1
pasty	0	5
balding	0	10
tally	1	2
quadruple	1	3
hideout	4	6
rippling	0	1
reflections	11	5
devote	2	5
pockets	6	9
glut	3	1
gangsterss	0	1
repulsive	10	27
interrogate	1	2
reuse	1	2
dreading	2	3
ahh	7	4
tibetan	7	6
trekking	1	0
himalayas	1	2
weihenmeyer	1	0
everest	3	0
mountaineers	4	0
guiding	8	5
sabriye	7	0
tenberken	3	0
tibetans	1	1
progressing	5	1
sabine	1	1
summitting	1	0
mismatch	3	2
goals	24	14
sympathise	11	5
veto	1	0
quarrel	3	0
asserts	4	2
unsubtly	1	1
herschell	1	2
suceeded	0	1
vocals	5	8
danzig	0	3
unthreatening	0	1
vibrato	0	1
treble	0	1
microphone	5	14
synthed	0	1
stereotyping	2	19
soooo	4	12
echoey	0	1
bows	2	8
slacks	2	2
blemish	0	2
hinglish	0	3
yash	0	8
sado	2	8
masochists	0	7
barbed	4	2
silas	0	6
piraters	0	1
barnacles	0	1
plankton	0	1
algae	0	2
coordinator	0	4
anil	2	24
kapoorbubonic	0	1
statutory	1	2
injurious	0	1
kareena	0	14
mera	1	2
dil	5	7
kho	0	1
gaya	0	2
void	16	15
chaliya	0	3
vagabond	1	3
rubrics	0	1
woot	0	2
lb	4	4
divine	27	6
francine	0	6
huffs	0	1
solvents	0	1
womens	25	28
sluttiest	0	1
cackling	6	2
pornographer	1	2
embarrass	6	19
humiliate	5	4
francines	0	2
massey	21	3
travails	4	1
devon	2	5
sawa	2	5
segel	0	3
maronna	0	3
scammed	0	4
schwartzman	0	7
schwartzmans	0	3
sexpotactress	0	1
doren	0	1
flahertys	0	1
whens	0	2
jaime	3	6
freshman	6	14
tours	2	3
redirected	1	2
generates	6	9
excuses	9	25
athenean	0	1
payed	2	7
euros	2	4
soda	2	4
approxiamtely	0	1
mora	0	3
disgrace	11	30
chandler	10	19
phoebe	2	0
ormondroyd	1	1
modernized	1	4
deed	15	16
rickety	1	1
clooney	17	13
whipped	13	11
dosages	1	0
bartleby	0	3
beatty	33	16
sailed	1	2
masted	0	2
schooners	0	1
fixing	4	7
dirigible	0	1
giggly	4	2
tinge	1	2
coz	2	5
thumps	2	1
watsoever	0	1
gagging	1	1
orbiting	2	2
